instance,prep,geo-feature,placename,sum,or,'label exp1','label exp 2','label exp 3','label exp 4'
' pool a fabric isol none us speak',of,0,0,0,0,1,1,0,1
' is scenic walk beauti garden desert',through,3,0,3,1,2,1,1,0
' walk a beauti garden desert foliag which sever',of,3,0,3,1,2,1,1,0
' beauti garden desert foliag sever hummingbird feeder',in,3,0,3,1,1,1,0,1
' we vagu polit one anoth',with,0,0,0,0,1,1,0,1
' we bought cottag',from,0,0,0,0,1,1,0,1
' we buy two pint taylor walker take',of,0,0,0,0,1,1,0,1
' walker take out the rear balconi',on,0,0,0,0,1,1,0,1
' we camp island palm tree',on,2,0,2,1,2,1,1,0
' we camp an island palm tree',of,2,0,2,1,1,1,0,1
' we imagin anim dart the undergrowth',like,0,0,0,0,1,1,0,1
' imagin anim like dart undergrowth search',through,0,0,0,0,1,1,0,1
' dart the undergrowth search food the',in,0,0,0,0,1,1,0,1
' the undergrowth search food the coloss reptil',of,0,0,0,0,1,1,0,1
' undergrowth search food coloss reptil lumber oblivi',while,0,0,0,0,0,0,0,0
' coloss reptil lumber oblivi',around,0,0,0,0,1,1,0,1
' we consist encourag observ common action programm',of,0,0,0,0,0,0,0,0
' the common action programm respect vietnames boat peopl',in,0,0,0,0,0,0,0,0
' we consist encourag observ common action programm',of,0,0,0,0,1,1,0,1
' the common action programm respect vietnames boat peopl',in,0,0,0,0,0,0,0,0
' we consist encourag observ common action programm',of,0,0,0,0,0,0,0,0
' the common action programm respect vietnames boat peopl',in,0,0,0,0,0,0,0,0
' we consist encourag observ common action programm',of,0,0,0,0,0,0,0,0
' part the world that which right',as,0,0,0,0,0,0,0,0
' we could hang the wall',on,0,0,0,0,1,1,0,1
' we could see she proceed her hous',as,0,0,0,0,0,0,0,0
' see as proceed hous',from,0,0,0,0,1,1,0,1
' n punish peopl crime they insan',for,0,0,0,0,0,0,0,0
' punish peopl crime are insan we',if,0,0,0,0,0,0,0,0
' crime they insan have decid they',because,0,0,0,0,0,0,0,0
' insan we decid ca n help',that,0,0,0,0,0,0,0,0
' we echo prais generous billi would like',of,0,0,0,0,0,0,0,0
' would like hear reader have experienc',from,0,0,0,0,1,1,0,1
' we echo prais generous billi would like',of,0,0,0,0,0,0,0,0
' we exit back alley via',into,0,0,0,0,1,1,0,1
' exit a back alley fire door',via,0,0,0,0,1,1,0,1
' felt was improv rival system insert',over,0,0,0,0,0,0,0,0
' improv the rival system insert tommi bar',of,0,0,0,0,0,0,0,0
' insert tommi bar collet use one',through,0,0,0,0,1,1,0,1
' we glimps first sight famous rice terrac ',of,1,0,1,1,2,1,1,0
' rice terrac  stretch far down mountain edg',up,1,0,1,1,2,1,1,0
'  stretch far and mountain edg beauti',down,1,0,1,1,2,1,1,0
' we got lost nuneaton tri get back',in,0,2,2,1,2,1,1,0
' nuneaton tri get back m were',on,0,2,2,1,2,1,1,0
' m were head lancashir dusk still',through,0,2,2,1,2,1,1,0
' now head lancashir dusk still hour',at,0,2,2,1,0,0,0,0
' still hour more border',from,0,2,2,1,2,1,1,0
' we a great time verdi american bistro',at,2,1,3,1,2,1,1,0
' love italian american restaur locat strip mall north',in,2,1,3,1,2,1,1,0
' locat a strip mall north collier boulevard',on,2,1,3,1,2,1,1,0
' return fork the road salt mine',in,4,0,4,1,2,1,1,0
'  began turn left beasley flat road onto fr',from,4,0,4,1,2,1,1,0
' left beasley flat road fr  drove',onto,4,0,4,1,2,1,1,0
' onto fr  drove eight mile the road',for,4,0,4,1,1,1,0,1
' drove eight mile road end until',until,4,0,4,1,0,0,0,0
' drove eight mile road end until',until,4,0,4,1,0,0,0,0
' onto fr  drove eight mile the road',for,4,0,4,1,0,0,0,0
' said valley the sea',beyond,1,1,2,1,2,1,1,0
' we had earli notif sam morley aedificamus press',from,0,0,0,0,1,1,0,1
' earli notif sam morley aedificamus press plan',of,0,0,0,0,0,0,0,0
' sam morley aedificamus press plan in hand',that,0,0,0,0,0,0,0,0
' aedificamus press plan hand publish excel',in,0,0,0,0,0,0,0,0
' earli notif sam morley aedificamus press plan',of,0,0,0,0,1,1,0,1
' autobiographi perla seidl gibson talk book',as,0,0,0,0,0,0,0,0
' includ letter mr milner grand junction canal compani',of,3,2,5,1,2,1,1,0
' grand junction canal compani blisworth firm were',at,3,2,5,1,2,1,1,0
' junction canal compani blisworth firm were base along',from,3,2,5,1,2,1,1,0
' firm were base canal cosgrov',along,3,2,5,1,2,1,1,0
' junction canal compani blisworth firm were base along',from,3,2,5,1,2,1,1,0
' we met nation parti mp the',with,1,0,1,1,0,0,0,0
' met nation parti mp upper hunter georg souri',for,1,0,1,1,0,0,0,0
' space devot a pass refer this',than,4,1,5,1,0,0,0,0
' ecclesiast dignitari was educ mansfield grammar school',at,4,1,5,1,2,1,1,0
' school free school situat churchyard pass to',in,4,1,5,1,2,1,1,0
' was elect fellow corpus ',of,4,1,5,1,0,0,0,0
' school free school situat churchyard pass to',in,4,1,5,1,0,0,0,0
' seem have lurch abrupt grandparenthood who nag',into,0,0,0,0,0,0,0,0
' we today heard grand junction canal',from,3,0,3,1,2,1,1,0
' grand junction canal the compani not claim',that,3,0,3,1,0,0,0,0
' not claim fish canal adjoin thornton hall',in,3,0,3,1,2,1,1,0
' grand junction canal the compani not claim',that,3,0,3,1,0,0,0,0
' they intend letter th inst convey',of,3,0,3,1,0,0,0,0
' we told make wide margin will',about,0,0,0,0,0,0,0,0
' a quick view the skeleton the subject',of,0,0,0,0,0,0,0,0
' a quick view the skeleton the subject',of,0,0,0,0,0,0,0,0
' a quick view the skeleton the subject',of,0,0,0,0,0,0,0,0
' a quick view the skeleton the subject',of,0,0,0,0,0,0,0,0
' we head waterfront toward the port',along,1,0,1,1,2,1,1,0
' head along waterfront port it felt',towards,1,0,1,1,2,1,1,0
' port it felt i tread water',as,1,0,1,1,0,0,0,0
' port it felt i tread water',if,1,0,1,1,0,0,0,0
' head west the desert',into,0,0,0,0,2,1,1,0
' we hit spike interst  east texa',on,0,2,2,1,2,1,1,0
' spike interst  east texa soon the second',in,0,2,2,1,2,1,1,0
'  east texa soon second largest freestand cross',after,0,2,2,1,0,0,0,0
' spike interst  east texa soon the second',in,0,2,2,1,2,1,1,0
' western hemispher drop the horizon disappear',over,0,2,2,1,0,0,0,0
' the horizon disappear rearview mirror along',from,0,2,2,1,0,0,0,0
' disappear our rearview mirror the giant thing crucifi',along,0,2,2,1,1,1,0,1
' our rearview mirror along giant thing crucifi',with,0,2,2,1,1,1,0,1
' we hit spike interst  east texa',on,0,2,2,1,2,1,1,0
' we huddl cover to',beneath,0,0,0,0,1,1,0,1
' slim pink layer fabric resembl a furnitur cover',of,0,0,0,0,1,1,0,1
' we identifi postcod area patient categoris into',of,0,0,0,0,1,1,0,1
' patient categoris three group name urban rural',into,0,0,0,0,0,0,0,0
' we kept walk ridg eventu start',across,2,0,2,1,2,1,1,0
' eventu start go downhil a forest road',towards,2,0,2,1,2,1,1,0
' we know the scheme design maintain',because,0,0,0,0,0,0,0,0
' qualiti bovin gene pool north border under threat',of,0,0,0,0,2,1,1,0
' north the border threat',under,0,0,0,0,0,0,0,0
' we made pick way',towards,0,0,0,0,1,1,0,1
' toward pick way welter track',over,0,0,0,0,1,1,0,1
' way a welter track',of,0,0,0,0,1,1,0,1
' we must avoid confus late stage',at,0,0,0,0,0,0,0,0
' take broader look languag to consid',at,0,0,0,0,0,0,0,0
' to consid possibl part a languag',that,0,0,0,0,0,0,0,0
' consid possibl part a languag system',as,0,0,0,0,0,0,0,0
' possibl as part languag system lexic item',of,0,0,0,0,0,0,0,0
' we often see kea arthur pass villag otira',in,3,2,5,1,2,1,1,0
' villag otira lookout we lucki our',if,3,2,5,1,0,0,0,0
' if are lucki walk the bealey',on,3,2,5,1,0,0,0,0
' lucki our walk bealey valley',up,3,2,5,1,2,1,1,0
' turn an unpav cul sac run a dens',de,4,0,4,1,1,1,0,1
' unpav cul de sac run dens cluster beech',through,4,0,4,1,1,1,0,1
' run a dens cluster beech pine a',of,4,0,4,1,1,1,0,1
' four squar edwardian villa overhang eav low pitch',with,4,0,4,1,1,1,0,1
' we pitch tent dark clamber',in,0,0,0,0,0,0,0,0
' the dark clamber sleep bag know',into,0,0,0,0,1,1,0,1
' we propos gmc remit',that,0,1,1,1,0,0,0,0
' remit includ censur member the medic',of,0,1,1,1,0,0,0,0
' remit includ censur member the medic',of,0,1,1,1,0,0,0,0
' profess commit scientif misconduct distort publish evid review',by,0,1,1,1,0,0,0,0
' misconduct distort publish evid review consensus statement',in,0,1,1,1,0,0,0,0
' we compat area',in,0,0,0,0,0,0,0,0
' continu westward drive yoho nation park',through,3,0,3,1,2,1,1,0
' we return nazareth the valley',via,1,3,4,1,2,1,1,0
' via nazareth the valley jexreel megiddo',of,1,3,4,1,2,1,1,0
' we rush corridor a small',along,1,0,1,1,1,1,0,1
' small privat room a bathroom en suit',with,1,0,1,1,1,1,0,1
' privat room a bathroom suit as door',en,1,0,1,1,1,1,0,1
' bathroom en suit the door slam shut behind',as,1,0,1,1,0,0,0,0
' the door slam shut a virtual volcan erupt',behind,1,0,1,1,1,1,0,1
' erupt shook other end torso',of,1,0,1,1,1,1,0,1
' we shall find reason disquiet this argument',for,0,0,0,0,0,0,0,0
' shall find reason disquiet argument',about,0,0,0,0,0,0,0,0
' we shall say more moment the difficult',for,0,0,0,0,0,0,0,0
' moment the difficult topic mean intent motiv',of,0,0,0,0,0,0,0,0
' we slant river wind carri',across,3,0,3,1,2,1,1,0
' river wind carri us current coast',against,3,0,3,1,1,1,0,1
' soon left lush desert came an area',behind,1,0,1,1,2,1,1,0
' dri dusti cover black lava rock',with,1,0,1,1,1,1,0,1
' we squat silenc',in,0,0,0,0,0,0,0,0
' we stapl piec blue baiz around door',of,0,0,0,0,1,1,0,1
' piec blue baiz door hey presto',around,0,0,0,0,0,0,0,0
' we stay dassia six mile a',at,0,1,1,1,2,1,1,0
' a p bus trip town',from,0,1,1,1,2,1,1,0
' we stop gorgeous littl town like',at,3,3,6,1,2,1,1,0
' these gorgeous littl town adaminabi jindabyn thredbo',like,3,3,6,1,2,1,1,0
' are main resort australian alpin area',in,3,3,6,1,2,1,1,0
' australian alpin area a result re beauti',as,3,3,6,1,0,0,0,0
' are main resort australian alpin area',in,3,3,6,1,0,0,0,0
' we support emphasi data collect analysi',of,0,0,0,0,0,0,0,0
' data collect analysi coastal resourc prior prepar',on,0,0,0,0,0,0,0,0
' we support emphasi data collect analysi',of,0,0,0,0,0,0,0,0
' we three male look other meek troop',at,0,0,0,0,1,1,0,1
' circular dine tabl laid the window',near,0,0,0,0,1,1,0,1
' we threw door as the',against,1,0,1,1,1,1,0,1
' against door the lock broke went',as,1,0,1,1,0,0,0,0
' lock broke went',in,1,0,1,1,0,0,0,0
' off the left nine mile north the',about,1,0,1,1,1,1,0,1
' left nine mile north junction',of,1,0,1,1,2,1,1,0
' we trudg thick grass bright green mat',through,0,0,0,0,1,1,0,1
' grass bright green mat fur soak rich',in,0,0,0,0,0,0,0,0
' we urg that ruc must',on,0,0,0,0,1,1,0,1
' we urg him ruc must given',that,0,0,0,0,0,0,0,0
' given fraud squad quick possibl',as,0,0,0,0,0,0,0,0
' watch veteran car go redhil the london',through,0,4,4,1,2,1,1,0
' veteran car go redhil london brighton run',on,0,4,4,1,2,1,1,0
' we been fight money late then',about,0,0,0,0,0,0,0,0
' been fight money late then it',of,0,0,0,0,0,0,0,0
' we went drive the one',for,2,2,4,1,0,0,0,0
' we went a drive one way  small',through,2,2,4,1,2,1,1,0
'  small one way street tini clapboard hous built',of,2,2,4,1,2,1,1,0
' we went drive the one',for,2,2,4,1,1,1,0,1
'  small one way street tini clapboard hous built',of,2,2,4,1,1,1,0,1
' warrior gis return europ the pacif',from,2,2,4,1,2,1,1,0
' europ the pacif ',in,2,2,4,1,0,0,0,0
' we head town',into,1,0,1,1,2,1,1,0
' we were get shock see arkl',over,0,0,0,0,0,0,0,0
' get the shock see arkl skeleton',of,0,0,0,0,0,0,0,0
' skeleton this peacock strut bar',into,0,0,0,0,2,1,1,0
' we told lawyer lord were worri',of,0,0,0,0,1,1,0,1
' lord were worri statement might unleash',that,0,0,0,0,0,0,0,0
' we told lawyer lord were worri',of,0,0,0,0,0,0,0,0
' unleash torrent writ newspap',against,0,0,0,0,0,0,0,0
' high view platform use research studi habit',by,2,0,2,1,1,1,0,1
' research studi habit whale',of,2,0,2,1,2,1,1,0
' we pay journey they',for,0,0,0,0,0,0,0,0
' we pay journey they',for,0,0,0,0,0,0,0,0
' we would like guarante flight never',that,0,0,0,0,0,0,0,0
' never delay fact vast major',in,0,0,0,0,0,0,0,0
' fact vast major flight depart time',of,0,0,0,0,0,0,0,0
' major flight depart time',on,0,0,0,0,0,0,0,0
' been abl skate britain it great',in,0,1,1,1,2,1,1,0
' abl skate britain s great be',so,0,1,1,1,0,0,0,0
' been abl skate britain it great',in,0,1,1,1,2,1,1,0
' weather expect expedit high mountain summer weather',during,1,0,1,1,0,0,0,0
' weather expect expedit high mountain summer weather',during,1,0,1,1,0,0,0,0
' it turn cold time the year',at,1,0,1,1,0,0,0,0
' turn cold ani time year includ brief snow',of,1,0,1,1,0,0,0,0
' later boyfriend visit germani',from,0,1,1,1,2,1,1,0
' week legal bicker pakistan lawyer',of,0,1,1,1,0,0,0,0
' week legal bicker pakistan lawyer left',by,0,1,1,1,1,1,0,1
' intern cricket council fume inabl take firm',about,0,1,1,1,0,0,0,0
' inabl take firm action damag saga',over,0,1,1,1,0,0,0,0
' design wed dress princess wale turn',for,0,1,1,1,1,1,0,1
' wed dress the princess wale turn attent',of,0,1,1,1,2,1,1,0
' wed dress the princess wale turn attent',of,0,1,1,1,0,0,0,0
' spot hanauma bay natur preserv pictur perfect  ',with,2,1,3,1,2,1,1,0
' foot crescent shape beach border palm tree',by,2,1,3,1,1,1,0,1
' portal nous love resort bay palma',on,3,1,4,1,2,1,1,0
' love resort the bay palma a superb sandi',of,3,1,4,1,2,1,1,0
' the bay palma superb sandi beach',with,3,1,4,1,2,1,1,0
' love resort the bay palma a superb sandi',of,3,1,4,1,2,1,1,0
' i cycl quit slowli and i stop',behind,1,0,1,1,1,1,0,1
' and i stop feet the ground',with,1,0,1,1,1,1,0,1
' i stop my feet ground felt',on,1,0,1,1,1,1,0,1
' ground felt the gun',for,1,0,1,1,1,1,0,1
' well s reason',if,1,0,1,1,0,0,0,0
' the reason should least honest it',at,1,0,1,1,0,0,0,0
' at least honest',about,1,0,1,1,0,0,0,0
' liter round corner nottingham underground histori',from,1,3,4,1,2,1,1,0
' nottingham underground histori citi cave',in,1,3,4,1,2,1,1,0
' underground histori the citi cave the galleri',of,1,3,4,1,2,1,1,0
' underground histori the citi cave the galleri',of,1,3,4,1,0,0,0,0
' an addit lane storag turn movement',for,1,0,1,1,0,0,0,0
' west stockwith the villag west stockwith about ',of,3,2,5,1,2,1,1,0
' villag west stockwith  mile east the',about,3,2,5,1,1,1,0,1
' west stockwith the villag west stockwith about ',of,3,2,5,1,2,1,1,0
' a bawtri the chesterfield canal the',on,3,2,5,1,2,1,1,0
' a bawtri the chesterfield canal the',on,3,2,5,1,1,1,0,1
' west stockwith the villag west stockwith about ',of,3,2,5,1,2,1,1,0
' west window steepl st peter church',in,1,2,3,1,2,1,1,0
' wetland two lake twenti pond a river',than,6,1,7,1,2,1,1,0
' divers wetland habitat network ickworth',at,6,1,7,1,2,1,1,0
' wildlif manag reserv  locat southern side the',on,2,1,3,1,1,1,0,1
' locat southern side the wairoa river mouth',of,2,1,3,1,2,1,1,0
' whakatan about half way scenic highway start',along,2,2,4,1,2,1,1,0
' scenic highway start auckland finish hawk',in,2,2,4,1,2,1,1,0
' scenic highway start auckland finish hawk',in,2,2,4,1,2,1,1,0
' what can conclud contribut polit sociolog',about,0,0,0,0,0,0,0,0
' conclud the contribut polit sociolog made',that,0,0,0,0,0,0,0,0
' clear main trend polit chang the twentieth',of,0,0,0,0,0,0,0,0
' main trend polit chang twentieth centuri to',in,0,0,0,0,0,0,0,0
' clear main trend polit chang the twentieth',of,0,0,0,0,0,0,0,0
' form rich deep soil this beauti verdant pastur',on,1,0,1,1,1,1,0,1
' beauti verdant pastur spread',between,1,0,1,1,1,1,0,1
' pagan a matter definit cleric author ',of,0,0,0,0,0,0,0,0
' a matter definit cleric author  practic',by,0,0,0,0,0,0,0,0
' definit cleric author  practic meant evad',in,0,0,0,0,0,0,0,0
' what he smell',like,0,0,0,0,0,0,0,0
' your father appreci the work modigliani',in,0,0,0,0,0,0,0,0
' appreci in work modigliani',of,0,0,0,0,0,0,0,0
' what you think',of,0,0,0,0,0,0,0,0
' what happen call jack',after,0,0,0,0,0,0,0,0
' what happen the call jack',from,0,0,0,0,1,1,0,1
' what i look ident the white',at,3,7,10,1,0,0,0,0
' look was ident white cliff dover',with,3,7,10,1,2,1,1,0
' ident the white cliff dover england the',of,3,7,10,1,2,1,1,0
' white cliff dover england the roll plateau',in,3,7,10,1,2,1,1,0
' ident the white cliff dover england the',of,3,7,10,1,2,1,1,0
' white cliff dover england the roll plateau',in,3,7,10,1,2,1,1,0
' ident the white cliff dover england the',of,3,7,10,1,2,1,1,0
' ident the white cliff dover england the',of,3,7,10,1,2,1,1,0
' discuss is content in recent year',of,0,0,0,0,0,0,0,0
' the content some recent year jesus',in,0,0,0,0,0,0,0,0
' some recent year jesus a feminist',that,0,0,0,0,0,0,0,0
' evalu sensori attribut odour particular',of,0,0,0,0,0,0,0,0
' sensori attribut an odour particular accept can',in,0,0,0,0,0,0,0,0
' accept can compet human nose far',with,0,0,0,0,0,0,0,0
' compet the human nose far sensit most',as,0,0,0,0,0,0,0,0
' what so touch poem the contrast',about,0,0,0,0,0,0,0,0
' poem the contrast express',that,0,0,0,0,0,0,0,0
' what made imamu outsid brooklyn quit similar',in,1,3,4,1,2,1,1,0
' what made imamu outsid brooklyn quit similar',in,1,3,4,1,0,0,0,0
' mockingbird did conform new communiti social',with,1,3,4,1,0,0,0,0
' practic abhorr the fact recoveri surgeri we',that,0,0,0,0,0,0,0,0
' the fact recoveri surgeri we know',from,0,0,0,0,0,0,0,0
' fact recoveri surgeri all know involv shock',as,0,0,0,0,0,0,0,0
' mani feminist find surpris articl it appear',about,0,0,0,0,0,0,0,0
' articl it appear time the abort',at,0,0,0,0,0,0,0,0
' what new develop scienc would be abl',in,0,0,0,0,0,0,0,0
' be abl deduc featur my automobil',from,0,0,0,0,0,0,0,0
' deduc the featur automobil it content',of,0,0,0,0,0,0,0,0
' what have happen the soft natur gold would',that,1,0,1,1,0,0,0,0
' natur gold would spike pin actual happen',by,1,0,1,1,1,1,0,1
' what have happen the soft natur gold would',that,1,0,1,1,0,0,0,0
' nugget ping the river like tidd',into,1,0,1,1,2,1,1,0
' ping into river tidd wink',like,1,0,1,1,0,0,0,0
' best use form topic next section',of,0,0,0,0,0,0,0,0
' our counti moorland devon cornwal welsh',of,2,6,8,1,2,1,1,0
' our counti moorland devon cornwal welsh',of,2,6,8,1,2,1,1,0
' our counti moorland devon cornwal welsh',of,2,6,8,1,2,1,1,0
' what self evid even casual perus',from,0,0,0,0,0,0,0,0
' even casual perus book how extens',of,0,0,0,0,0,0,0,0
' what did rememb the west pinto trail',that,5,0,5,1,0,0,0,0
' larg flat area cover manzanita tree which',with,5,0,5,1,1,1,0,1
' area cover manzanita tree there sever place',in,5,0,5,1,2,1,1,0
' sever place camp night',for,5,0,5,1,0,0,0,0
' it tast smell',like,0,0,0,0,0,0,0,0
' what must bewar howev use your',of,1,0,1,1,0,0,0,0
' use your bait massiv shoal small',on,1,0,1,1,0,0,0,0
' what must bewar howev use your',of,1,0,1,1,0,0,0,0
' juli  rimini beach complet pink sunset',with,1,3,4,1,0,0,0,0
' whatev i sound prim shock hear suspicion billingsley',at,0,0,0,0,0,0,0,0
' shock hear suspicion billingsley corrupt confirm',of,0,0,0,0,0,0,0,0
' less well known europ high speed rail',that,1,4,5,1,0,0,0,0
' speed rail network extend north germani south spain',into,1,4,5,1,2,1,1,0
' speed rail network extend north germani south spain',into,1,4,5,1,2,1,1,0
' dz tel    locat map click the',For,2,3,5,1,1,1,0,1
' map click the wheatsheaf burton joyc a modern',at,2,3,5,1,2,1,1,0
' refurbish chef & brewer pub well kept real ale',with,2,3,5,1,1,1,0,1
' ale a good choic food',of,2,3,5,1,1,1,0,1
' ng ru tel   locat map click the',For,5,2,7,1,1,1,0,1
' the th centuri wheel inn branston a tradit villag',at,5,2,7,1,2,1,1,0
' villag pub is situat counti rutland',in,5,2,7,1,2,1,1,0
' situat the counti rutland',of,5,2,7,1,2,1,1,0
' when must happen have',as,0,1,1,1,0,0,0,0
' to let go lack evid i shall',for,0,1,1,1,0,0,0,0
' let go lack evid i shall go',of,0,1,1,1,0,0,0,0
' go cambridg recuper ordeal',from,0,1,1,1,0,0,0,0
' when certain degre profici been reach',of,0,0,0,0,0,0,0,0
' reach student take part free fight a partner',in,0,0,0,0,0,0,0,0
' take part free fight partner',with,0,0,0,0,1,1,0,1
' when brendan mullin retir game receiv mani',from,0,0,0,0,0,0,0,0
' game receiv mani messag appreci rugbi enthusiast',of,0,0,0,0,0,0,0,0
' when brendan mullin retir game receiv mani',from,0,0,0,0,1,1,0,1
' out blue fire gell sapphir around',into,0,0,0,0,1,1,0,1
' blue fire gell sapphir',around,0,0,0,0,1,1,0,1
' when fidel castro seiz power cuba  januari ',in,0,7,7,1,2,1,1,0
' castro seiz power cuba  januari  a',on,0,7,7,1,0,0,0,0
' cuba  januari  long guerrilla campaign',after,0,7,7,1,0,0,0,0
' when fidel castro seiz power cuba  januari ',in,0,7,7,1,0,0,0,0
' kennedi cut diplomat relat cuba on  april',with,0,7,7,1,2,1,1,0
' castro seiz power cuba  januari  a',on,0,7,7,1,0,0,0,0
' invas fleet set nicaragua consist  cuban',from,0,7,7,1,2,1,1,0
' set from nicaragua consist  cuban émigré train',of,0,7,7,1,1,1,0,1
'  cuban émigré train cia guatemala',by,0,7,7,1,1,1,0,1
' when fidel castro seiz power cuba  januari ',in,0,7,7,1,2,1,1,0
' cia guatemala miami ship the us',along,0,7,7,1,1,1,0,1
' kennedi cut diplomat relat cuba on  april',with,0,7,7,1,1,1,0,1
' invas fleet set nicaragua consist  cuban',from,0,7,7,1,2,1,1,0
' the us navi act escort',as,0,7,7,1,1,1,0,1
' when fill ucca form applic',in,1,0,1,1,0,0,0,0
' ask list choic univers institut code number',of,1,0,1,1,2,1,1,0
' when fill ucca form applic',in,1,0,1,1,0,0,0,0
' when fill ucca form applic',in,1,0,1,1,0,0,0,0
' when fill ucca form applic',in,1,0,1,1,0,0,0,0
' when fix ceil should ensur',into,0,0,0,0,1,1,0,1
' ceil should ensur screw direct the',that,0,0,0,0,0,0,0,0
' when fix ceil should ensur',into,0,0,0,0,1,1,0,1
' outsid flung his night cloth a',in,0,0,0,0,1,1,0,1
' in night cloth car handcuf',into,0,0,0,0,1,1,0,1
' when dash bathroom wattl face',into,0,0,0,0,1,1,0,1
' wattl face cover blood pour a gash',with,0,0,0,0,1,1,0,1
' cover blood pour gash stretch',from,0,0,0,0,1,1,0,1
' cover blood pour gash stretch',from,0,0,0,0,1,1,0,1
' when fire craig norman incompet manag is',for,0,0,0,0,0,0,0,0
' incompet manag is respons an invest opportun',in,0,0,0,0,0,0,0,0
' when had remain bed at least',in,0,0,0,0,1,1,0,1
' remain his bed least he prais',at,0,0,0,0,0,0,0,0
' given big mug chocol',of,0,0,0,0,1,1,0,1
' when i crawl shore i came',onto,2,0,2,1,1,1,0,1
' onto shore i came the english stream onto',out,2,0,2,1,2,1,1,0
' shore i came the english stream onto sand',of,2,0,2,1,2,1,1,0
' when i crawl shore i came',onto,2,0,2,1,1,1,0,1
' begin long drive catalina highway',up,3,0,3,1,2,1,1,0
' when auckland a cultur misunderstand',in,0,3,3,1,2,1,1,0
' cook island fine  new zealand judg',by,0,3,3,1,1,1,0,1
' a new zealand judg squeez buttock two',for,0,3,3,1,0,0,0,0
' judg squeez buttock two white women a',of,0,3,3,1,1,1,0,1
' when auckland a cultur misunderstand',in,0,3,3,1,2,1,1,0
' when goe throw against',off,1,0,1,1,0,0,0,0
' goe you throw wall stop the',against,1,0,1,1,1,1,0,1
' when rain huddl build leav object',against,1,0,1,1,1,1,0,1
' build leav object blanket broken cardboard',on,1,0,1,1,1,1,0,1
' two messuag half caruc land ten acr meadow',of,3,0,3,1,1,1,0,1
' two messuag half caruc land ten acr meadow',of,3,0,3,1,2,1,1,0
' water mill he held servic a rose',by,3,0,3,1,0,0,0,0
' two messuag half caruc land ten acr meadow',of,3,0,3,1,1,1,0,1
' possibl present mill stand site one',on,3,0,3,1,1,1,0,1
' two messuag half caruc land ten acr meadow',of,3,0,3,1,1,1,0,1
' two messuag half caruc land ten acr meadow',of,3,0,3,1,1,1,0,1
' one those exist even time',before,3,0,3,1,0,0,0,0
' bicycl face pinch old woman',like,0,0,0,0,1,1,0,1
' when moorcroft resign april  coleman also proffer',in,0,0,0,0,0,0,0,0
' when moorcroft resign april  coleman also proffer',in,0,0,0,0,2,1,1,0
' when murray bookchin came clatter live room  year',into,0,0,0,0,1,1,0,1
' live room  year ago period seen',in,0,0,0,0,0,0,0,0
' period seen a misplac nostalgia the',with,0,0,0,0,0,0,0,0
' seen a misplac nostalgia left urban guerrilla',by,0,0,0,0,1,1,0,1
' splinter tini coil metal shave appear',of,0,0,0,0,1,1,0,1
' first confid name secret love a',of,0,0,0,0,0,0,0,0
' least remark stagger downstair pair high heel',in,0,0,0,0,1,1,0,1
' stagger downstair a pair high heel purpl boot',of,0,0,0,0,1,1,0,1
' other got reveng wheez the room',by,0,0,0,0,0,0,0,0
' got reveng wheez room hyster',about,0,0,0,0,1,1,0,1
' least remark stagger downstair pair high heel',in,0,0,0,0,0,0,0,0
' when first train new servic ran',on,1,1,2,1,0,0,0,0
' this new servic ran midland station nottingham was',into,1,1,2,1,2,1,1,0
' station nottingham was drawn great northern engin',by,1,1,2,1,1,1,0,1
' rearguard enter pass roncesvall is sudden attack',of,1,2,3,1,2,1,1,0
' roncesvall is sudden attack immens superior forc',by,1,2,3,1,1,1,0,1
' rearguard enter pass roncesvall is sudden attack',of,1,2,3,1,2,1,1,0
' river high the footpath may impass',of,1,0,1,1,2,1,1,0
' footpath may impass other time may muddi',at,1,0,1,1,0,0,0,0
' terrifi actress lock the car ram',in,1,0,1,1,1,1,0,1
' car ram his ford bronco',with,1,0,1,1,1,1,0,1
' drain last drop teapot edward said run',from,0,1,1,1,1,1,0,1
' maggi gather rest the dish pile',of,0,0,0,0,1,1,0,1
' dish pile the sink',in,0,0,0,0,1,1,0,1
' often due punctur receiv rut season deflat',during,0,0,0,0,0,0,0,0
' plung to earth explod strike tarmac',as,0,0,0,0,0,0,0,0
' when arriv granni hous mrs phipp',at,1,2,3,1,2,1,1,0
' mrs taylor still stand gossip the neighbour',outside,1,2,3,1,1,1,0,1
' still stand outsid gossip neighbour',with,1,2,3,1,1,1,0,1
' teach children distinguish right wrong between',between,0,0,0,0,0,0,0,0
' teach children distinguish right wrong between',between,0,0,0,0,0,0,0,0
' need be predict reaction',in,0,0,0,0,0,0,0,0
' tire and upset for have taken',with,0,0,0,0,0,0,0,0
' and upset yourself have taken extra',for,0,0,0,0,0,0,0,0
' for have taken extra piec lift',that,0,0,0,0,0,0,0,0
' taken extra piec lift mile back',of,0,0,0,0,0,0,0,0
' check everyth eight time lurch pain madden rhinocero',like,0,0,0,0,0,0,0,0
' track follow direct shown sign the ashridg',on,1,0,1,1,1,1,0,1
' direct shown sign the ashridg boundari trail',for,1,0,1,1,2,1,1,0
' reach river bear left forg',towards,1,0,1,1,2,1,1,0
' whenev i take hold woman i feel',of,0,0,0,0,1,1,0,1
